Unique ID, Nationality, DOB, Marital Status, Number of Children, Work Reason, Characteristics, Work Skill, Reason for Leaving ,Current Job, Previous Jobs, Start Date, Current Job Start Date, End Date
5061,Russian,23/12/1979,Other,2,CULTURE,['Long legs'],['Mathematics'],Exhaustion,Computer_Repair,NA,10/17/2010,10/17/2010,NA
6919,English,27/8/1969,Other,5,CULTURE,['No teeth'; 'Tattoo back'],['Typing'],Exhaustion,Shoe_Tester,['Boulder_Reducer'; 'Ditch_Digger'; 'Boulder_Reducer'],9/20/2014,9/19/2017,NA
694,English,19/2/1975,Other,4,DEBT,['Dark skin'],['Computer'],Time,Food_TesterCivilian_Guard,['Food_TesterCivilian_Guard'; 'Construction'; 'Construction'; 'Shoe_Tester'],9/13/2014,6/8/2018,NA
6521,Italian,22/5/1987,Other,2,BEHAVIOR,['Scar arm'; 'Scar arm'],['Computer'; 'Mechanical'],NA,NA,['Boulder_Reducer'; 'Food_TesterCivilian_Guard'],2/6/2016,NA,11/12/2019
7645,Russian,4/3/1995,Other,3,CULTURE,['Low IQ'; 'Scar on face'],['Electrical'; 'Construction'],NA,NA,['Food_TesterCivilian_Guard'; 'Boulder_Reducer'],7/11/2012,NA,10/20/2019
8405,English,6/11/1987,Single,4,CULTURE,['Long legs'],['Electrical'; 'Mechanical'],Time,Shoe_Tester,['Office_Worker'; 'Office_Worker'],8/15/2016,2/16/2018,NA
4227,German,19/6/1975,Married,6,DEBT,['Tattoo back'; 'Low IQ'],['Computer'; 'Strong'],NA,NA,['Farmer'],6/26/2016,NA,12/19/2019
1638,American,19/6/1969,Married,7,BEHAVIOR,['Scar on face'],['Strong'],Exhaustion,Construction,['Food_TesterCivilian_Guard'; 'Boulder_Reducer'],9/28/2010,11/25/2019,NA
3497,Ghanaian,4/9/1984,Married,5,CULTURE,['Scar arm'; 'Crafty'],['Typing'],Voluntarily,Boulder_Reducer,['Food_TesterCivilian_Guard'; 'Food_TesterCivilian_Guard'; 'Food_TesterCivilian_Guard'],1/23/2012,9/26/2018,NA
1377,Ghanaian,26/11/1969,Other,2,PARENTS,['Low IQ'],['Construction'],Time,Construction,['Computer_Repair'; 'Computer_Repair'],7/1/2016,4/9/2018,NA
4451,Russian,17/10/1995,Married,5,BEHAVIOR,['One arm'],['Typing'; 'Mechanical'],Voluntarily,Ditch_Digger,['Shoe_Tester'; 'Computer_Repair'],1/18/2010,12/6/2018,NA
2766,American,22/7/1995,Married,1,BEHAVIOR,['Scar arm'; 'Low IQ'],['Mechanical'],Time,Boulder_Reducer,['Shoe_Tester'],12/20/2012,6/28/2019,NA
6581,Italian,24/4/1985,Single,6,PARENTS,['Long legs'],['Mechanical'],Voluntarily,Ditch_Digger,['Shoe_Tester'; 'Ditch_Digger'; 'Ditch_Digger'; 'Construction'; 'Office_Worker'],4/7/2010,4/23/2019,NA
1215,English,7/1/1969,Single,2,BEHAVIOR,['Dark skin'],['Strong'; 'Mathematics'],NA,NA,['Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Construction'],1/18/2016,NA,7/21/2018
9514,German,2/3/1969,Married,2,DEBT,['One arm'; 'Scar arm'],['Electrical'],Time,Office_Worker,['Farmer'; 'Shoe_Tester'; 'Ditch_Digger'; 'Ditch_Digger'],8/6/2016,3/20/2019,NA
1547,English,27/3/1985,Married,1,DEBT,['Scar on face'; 'Scar on face'],['Shoe-making'; 'Construction'],NA,NA,['Computer_Repair'],8/5/2010,NA,4/8/2019
2224,Ghanaian,8/5/1995,Other,7,CULTURE,['Tattoo back'],['Mechanical'; 'Mathematics'],NA,NA,['Farmer'; 'Ditch_Digger'; 'Ditch_Digger'],9/3/2012,NA,11/10/2017
4187,American,19/10/1965,Single,4,DEBT,['Tattoo forearm'],['Mechanical'],Time,Farmer,['Food_TesterCivilian_Guard'; 'Farmer'; 'Shoe_Tester'; 'Shoe_Tester'; 'Ditch_Digger'; 'Office_Worker'],10/25/2010,1/25/2019,NA
5805,American,10/12/1969,Other,2,BEHAVIOR,['Long legs'; 'Crafty'],['Mathematics'],Voluntarily,Ditch_Digger,['Office_Worker'; 'Office_Worker'; 'Food_TesterCivilian_Guard'; 'Office_Worker'; 'Food_TesterCivilian_Guard'],1/16/2014,5/9/2017,NA
5046,English,9/9/1984,Other,6,CULTURE,['Dark skin'],['Shoe-making'],Voluntarily,Boulder_Reducer,['Farmer'],10/10/2012,4/9/2018,NA
5304,American,23/3/1965,Married,3,PARENTS,['One arm'; 'Crafty'],['Electrical'],NA,NA,['Boulder_Reducer'],7/27/2014,NA,4/14/2017
3575,German,2/9/1965,Single,7,DEBT,['Tattoo forearm'],['Shoe-making'; 'Construction'],Time,Construction,['Construction'; 'Ditch_Digger'; 'Computer_Repair'; 'Ditch_Digger'; 'Ditch_Digger'],1/14/2014,1/19/2017,NA
5291,English,2/11/1987,Married,7,DEBT,['Scar arm'],['Computer'; 'Mechanical'],NA,NA,['Construction'; 'Computer_Repair'; 'Shoe_Tester'],5/23/2012,NA,5/14/2017
4954,German,2/5/1965,Other,1,DEBT,['One arm'; 'No teeth'],['Mechanical'; 'Electrical'],Exhaustion,Farmer,['Office_Worker'; 'Shoe_Tester'; 'Computer_Repair'],10/27/2012,7/17/2017,NA
8918,Italian,7/7/1969,Other,1,BEHAVIOR,['Tattoo forearm'; 'Dark skin'],['Strong'],Voluntarily,Computer_Repair,['Ditch_Digger'; 'Construction'; 'Ditch_Digger'; 'Shoe_Tester'],1/2/2016,11/18/2017,NA
2672,Israeli,5/10/1995,Married,2,BEHAVIOR,['Scar on face'],['Construction'; 'Typing'],Time,Farmer,['Ditch_Digger'],10/19/2014,1/16/2018,NA
1044,American,16/9/1985,Married,5,CULTURE,['Tattoo forearm'],['Strong'; 'Strong'],Time,Boulder_Reducer,NA,7/18/2014,7/18/2014,NA
9600,Russian,11/5/1985,Other,6,DEBT,['Tattoo forearm'],['Typing'; 'Computer'],NA,NA,['Shoe_Tester'; 'Shoe_Tester'],6/5/2012,NA,8/5/2019
4987,Italian,26/7/1969,Married,1,DEBT,['Scar on face'],['Construction'],NA,NA,['Boulder_Reducer'; 'Construction'; 'Construction'],6/18/2014,NA,8/11/2019
2575,Italian,8/6/1985,Single,2,CULTURE,['Low IQ'; 'Tattoo back'],['Mechanical'],Exhaustion,Boulder_Reducer,['Farmer'; 'Shoe_Tester'],8/20/2012,11/11/2019,NA
1642,Ghanaian,10/11/1979,Single,5,PARENTS,['Tattoo forearm'; 'Tattoo back'],['Mathematics'],Time,Boulder_Reducer,['Farmer'],5/8/2014,1/3/2017,NA
540,Ghanaian,17/3/1984,Married,7,CULTURE,['Scar arm'; 'Scar arm'],['Strong'],Voluntarily,Farmer,['Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Shoe_Tester'; 'Farmer'],12/16/2010,7/1/2017,NA
2953,English,16/7/1975,Other,5,PARENTS,['No teeth'],['Strong'; 'Electrical'],Voluntarily,Boulder_Reducer,['Computer_Repair'; 'Computer_Repair'],6/13/2016,11/25/2018,NA
3568,American,4/8/1995,Married,1,CULTURE,['Scar arm'],['Shoe-making'; 'Computer'],Exhaustion,Computer_Repair,['Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Farmer'; 'Office_Worker'; 'Shoe_Tester'],8/3/2012,5/5/2019,NA
1705,Russian,26/11/1995,Single,6,BEHAVIOR,['Low IQ'; 'Scar on face'],['Shoe-making'],Exhaustion,Farmer,['Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Construction'; 'Computer_Repair'],4/21/2010,1/17/2017,NA
9169,Ghanaian,1/12/1979,Other,6,BEHAVIOR,['Long legs'],['Mathematics'; 'Electrical'],Voluntarily,Food_TesterCivilian_Guard,['Shoe_Tester'; 'Office_Worker'; 'Computer_Repair'],7/16/2016,12/28/2019,NA
8933,Ghanaian,17/11/1985,Other,2,BEHAVIOR,['Tattoo back'; 'One arm'],['Strong'],Time,Shoe_Tester,['Office_Worker'; 'Office_Worker'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'],11/9/2010,9/11/2017,NA
7700,Ghanaian,24/9/1995,Married,0,BEHAVIOR,['Low IQ'],['Strong'; 'Shoe-making'],Voluntarily,Ditch_Digger,['Office_Worker'; 'Farmer'; 'Boulder_Reducer'; 'Computer_Repair'],5/8/2010,10/13/2017,NA
2074,American,16/9/1979,Married,5,BEHAVIOR,['Tattoo forearm'; 'Scar arm'],['Typing'],Time,Office_Worker,['Computer_Repair'; 'Office_Worker'],7/15/2010,12/6/2019,NA
9459,German,1/5/1975,Other,0,BEHAVIOR,['No teeth'; 'Long legs'],['Strong'; 'Construction'],NA,NA,['Office_Worker'],6/4/2010,NA,6/10/2019
467,Russian,19/5/1969,Other,1,DEBT,['One arm'],['Mechanical'],Time,Ditch_Digger,['Office_Worker'; 'Farmer'; 'Food_TesterCivilian_Guard'; 'Office_Worker'],9/9/2010,5/6/2017,NA
2812,Italian,7/3/1979,Single,5,CULTURE,['Low IQ'],['Computer'; 'Shoe-making'],NA,NA,['Shoe_Tester'; 'Office_Worker'; 'Farmer'],10/25/2016,NA,9/24/2018
1630,German,7/11/1985,Other,5,PARENTS,['Tattoo forearm'],['Mechanical'],Time,Construction,['Boulder_Reducer'],4/16/2014,2/9/2018,NA
3619,Ghanaian,23/7/1969,Married,2,BEHAVIOR,['Tattoo forearm'; 'One arm'],['Strong'],Voluntarily,Shoe_Tester,['Ditch_Digger'; 'Computer_Repair'; 'Farmer'; 'Office_Worker'; 'Shoe_Tester'; 'Construction'],9/11/2010,6/10/2019,NA
6654,Italian,16/11/1969,Married,0,BEHAVIOR,['Long legs'],['Computer'; 'Electrical'],NA,NA,['Farmer'],2/25/2014,NA,8/20/2017
7678,Israeli,25/5/1985,Other,4,CULTURE,['Dark skin'],['Construction'],Voluntarily,Food_TesterCivilian_Guard,['Farmer'; 'Ditch_Digger'; 'Ditch_Digger'; 'Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Office_Worker'],11/16/2012,2/15/2018,NA
2030,German,19/9/1995,Other,3,BEHAVIOR,['No teeth'],['Electrical'],Voluntarily,Boulder_Reducer,['Farmer'; 'Computer_Repair'],12/21/2010,7/9/2017,NA
5932,Ghanaian,22/1/1975,Single,4,DEBT,['Tattoo back'; 'Scar arm'],['Computer'; 'Mathematics'],NA,NA,['Ditch_Digger'; 'Construction'; 'Farmer'],7/16/2012,NA,2/13/2017
7335,English,19/8/1995,Single,3,BEHAVIOR,['One arm'],['Construction'],NA,NA,['Ditch_Digger'; 'Construction'],11/23/2010,NA,6/5/2018
9830,German,17/9/1995,Other,7,DEBT,['Long legs'; 'Long legs'],['Mathematics'; 'Computer'],Time,Ditch_Digger,['Office_Worker'; 'Boulder_Reducer'; 'Ditch_Digger'; 'Ditch_Digger'; 'Construction'; 'Farmer'],4/24/2014,6/17/2018,NA
3134,Ghanaian,5/8/1984,Single,2,BEHAVIOR,['Scar on face'; 'Scar arm'],['Typing'],Exhaustion,Shoe_Tester,['Computer_Repair'; 'Farmer'],12/16/2016,7/1/2018,NA
2253,Russian,4/11/1965,Married,4,BEHAVIOR,['Crafty'],['Mechanical'; 'Electrical'],Time,Farmer,['Computer_Repair'],5/11/2010,2/13/2018,NA
8975,Italian,2/2/1975,Single,3,PARENTS,['Tattoo back'],['Computer'],Voluntarily,Boulder_Reducer,['Construction'; 'Office_Worker'; 'Construction'; 'Food_TesterCivilian_Guard'; 'Office_Worker'],4/27/2010,11/4/2019,NA
7278,Ghanaian,11/2/1995,Other,4,CULTURE,['Tattoo forearm'],['Mechanical'; 'Strong'],NA,NA,['Office_Worker'],8/21/2010,NA,12/10/2019
9533,Russian,24/10/1965,Single,0,DEBT,['Crafty'],['Electrical'],NA,NA,['Shoe_Tester'],5/9/2010,NA,12/15/2018
8204,Israeli,5/9/1969,Married,4,BEHAVIOR,['Tattoo forearm'],['Typing'; 'Mathematics'],Voluntarily,Food_TesterCivilian_Guard,['Shoe_Tester'; 'Shoe_Tester'],3/5/2010,5/23/2019,NA
1477,American,28/1/1969,Other,1,PARENTS,['Scar on face'; 'Scar arm'],['Electrical'],NA,NA,['Farmer'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'],5/23/2010,NA,3/2/2017
1058,Russian,23/12/1985,Single,6,DEBT,['Tattoo forearm'],['Mechanical'; 'Strong'],Time,Construction,['Construction'; 'Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Computer_Repair'; 'Office_Worker'],6/5/2014,4/28/2018,NA
5088,German,10/11/1995,Married,0,BEHAVIOR,['One arm'; 'Tattoo back'],['Shoe-making'],Voluntarily,Food_TesterCivilian_Guard,['Boulder_Reducer'; 'Farmer'; 'Office_Worker'; 'Food_TesterCivilian_Guard'],3/20/2012,12/17/2019,NA
22,English,8/12/1995,Single,1,PARENTS,['Dark skin'; 'No teeth'],['Mathematics'],Time,Construction,['Office_Worker'; 'Shoe_Tester'],10/26/2014,6/1/2017,NA
5285,American,24/2/1965,Single,7,DEBT,['One arm'],['Mathematics'; 'Computer'],Time,Boulder_Reducer,['Construction'; 'Shoe_Tester'],7/13/2010,9/8/2019,NA
6854,Ghanaian,28/3/1995,Single,6,PARENTS,['No teeth'],['Shoe-making'; 'Computer'],Voluntarily,Shoe_Tester,['Food_TesterCivilian_Guard'; 'Office_Worker'; 'Food_TesterCivilian_Guard'; 'Ditch_Digger'],9/20/2014,5/19/2017,NA
2388,Italian,14/9/1979,Married,6,CULTURE,['Scar arm'; 'Tattoo forearm'],['Shoe-making'; 'Construction'],NA,NA,['Shoe_Tester'; 'Computer_Repair'; 'Construction'],4/24/2016,NA,10/27/2019
3208,English,28/9/1965,Married,5,BEHAVIOR,['Long legs'; 'One arm'],['Electrical'],Time,Computer_Repair,['Ditch_Digger'],8/2/2012,5/3/2018,NA
2421,Israeli,15/8/1987,Single,4,BEHAVIOR,['No teeth'],['Electrical'],NA,NA,['Ditch_Digger'; 'Ditch_Digger'],12/9/2010,NA,6/15/2019
479,English,11/6/1979,Married,2,CULTURE,['One arm'],['Typing'; 'Mathematics'],Time,Shoe_Tester,['Ditch_Digger'; 'Farmer'; 'Computer_Repair'],4/26/2014,8/12/2017,NA
8795,American,19/5/1979,Married,4,DEBT,['Long legs'; 'No teeth'],['Typing'; 'Mechanical'],NA,NA,['Farmer'; 'Shoe_Tester'],4/21/2012,NA,12/27/2019
705,English,25/8/1987,Married,2,PARENTS,['Tattoo back'],['Typing'; 'Construction'],NA,NA,['Boulder_Reducer'; 'Food_TesterCivilian_Guard'],4/21/2016,NA,3/2/2019
8379,Israeli,15/8/1965,Single,4,PARENTS,['Scar on face'],['Electrical'; 'Computer'],Voluntarily,Shoe_Tester,['Computer_Repair'; 'Farmer'; 'Food_TesterCivilian_Guard'],1/22/2010,11/27/2019,NA
8679,Italian,28/5/1975,Single,1,BEHAVIOR,['Scar arm'],['Mathematics'],NA,NA,['Ditch_Digger'],9/28/2014,NA,10/4/2017
927,German,8/8/1985,Married,5,PARENTS,['Dark skin'],['Electrical'; 'Shoe-making'],Time,Ditch_Digger,['Food_TesterCivilian_Guard'; 'Office_Worker'; 'Construction'; 'Office_Worker'],5/5/2014,5/19/2017,NA
7966,Italian,25/5/1965,Single,4,BEHAVIOR,['Dark skin'],['Shoe-making'; 'Mechanical'],Exhaustion,Computer_Repair,['Boulder_Reducer'; 'Construction'; 'Farmer'],8/8/2010,3/13/2019,NA
9697,German,12/9/1975,Single,2,BEHAVIOR,['One arm'; 'One arm'],['Mathematics'; 'Construction'],Voluntarily,Construction,['Office_Worker'; 'Office_Worker'; 'Farmer'; 'Shoe_Tester'],12/7/2012,2/4/2018,NA
5861,English,11/11/1975,Married,6,PARENTS,['Scar on face'],['Computer'; 'Strong'],Exhaustion,Construction,['Farmer'; 'Ditch_Digger'; 'Ditch_Digger'; 'Construction'; 'Food_TesterCivilian_Guard'],11/18/2010,7/10/2017,NA
950,Ghanaian,23/6/1985,Married,0,CULTURE,['Dark skin'; 'One arm'],['Strong'; 'Typing'],Time,Boulder_Reducer,['Food_TesterCivilian_Guard'; 'Office_Worker'; 'Shoe_Tester'; 'Construction'; 'Computer_Repair'],4/21/2016,6/18/2018,NA
617,English,4/1/1975,Single,0,PARENTS,['Long legs'],['Construction'],Voluntarily,Office_Worker,NA,9/26/2012,9/26/2012,NA
858,German,28/4/1987,Other,0,DEBT,['Scar arm'],['Strong'; 'Mathematics'],Exhaustion,Office_Worker,['Farmer'],10/18/2014,9/4/2017,NA
3010,Italian,15/9/1985,Single,3,PARENTS,['Long legs'],['Construction'; 'Mechanical'],Exhaustion,Boulder_Reducer,['Food_TesterCivilian_Guard'; 'Boulder_Reducer'; 'Boulder_Reducer'],10/22/2010,11/19/2017,NA
4972,English,6/1/1979,Married,0,BEHAVIOR,['Tattoo forearm'],['Construction'; 'Shoe-making'],Time,Farmer,['Boulder_Reducer'],6/17/2010,10/14/2019,NA
5847,Ghanaian,7/4/1987,Married,0,DEBT,['Tattoo forearm'; 'Dark skin'],['Electrical'],Exhaustion,Boulder_Reducer,['Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Construction'],5/21/2016,4/9/2018,NA
8540,German,24/4/1985,Single,1,DEBT,['No teeth'; 'Scar arm'],['Mechanical'; 'Typing'],NA,NA,['Computer_Repair'],6/8/2014,NA,5/3/2017
8288,American,22/5/1965,Married,1,PARENTS,['No teeth'],['Computer'; 'Shoe-making'],Voluntarily,Computer_Repair,['Construction'; 'Shoe_Tester'],2/9/2010,6/14/2019,NA
5127,German,22/6/1979,Married,7,BEHAVIOR,['Low IQ'],['Electrical'],Exhaustion,Office_Worker,['Boulder_Reducer'; 'Farmer'; 'Ditch_Digger'; 'Computer_Repair'; 'Food_TesterCivilian_Guard'],12/2/2010,8/6/2018,NA
5027,Italian,2/11/1987,Married,4,BEHAVIOR,['Low IQ'],['Strong'; 'Construction'],Exhaustion,Construction,['Ditch_Digger'; 'Ditch_Digger'; 'Construction'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'],3/18/2012,12/11/2017,NA
5104,Ghanaian,11/3/1965,Married,7,DEBT,['No teeth'],['Strong'],Time,Farmer,['Computer_Repair'; 'Ditch_Digger'],10/20/2016,2/13/2019,NA
1657,English,17/5/1987,Single,3,PARENTS,['Scar arm'; 'Tattoo forearm'],['Typing'; 'Strong'],NA,NA,['Food_TesterCivilian_Guard'; 'Construction'],5/9/2012,NA,12/12/2017
8328,American,22/9/1975,Other,6,BEHAVIOR,['Low IQ'],['Strong'],Voluntarily,Office_Worker,['Food_TesterCivilian_Guard'; 'Construction'; 'Office_Worker'; 'Shoe_Tester'],1/9/2012,7/18/2017,NA
4182,German,16/11/1969,Other,1,CULTURE,['Dark skin'; 'Long legs'],['Shoe-making'],NA,NA,['Food_TesterCivilian_Guard'; 'Boulder_Reducer'; 'Office_Worker'],4/18/2010,NA,3/11/2019
6471,Russian,18/11/1975,Other,6,CULTURE,['No teeth'; 'Scar arm'],['Strong'; 'Strong'],Exhaustion,Ditch_Digger,['Construction'; 'Boulder_Reducer'; 'Farmer'; 'Boulder_Reducer'],8/1/2014,3/5/2017,NA
2694,American,23/3/1979,Married,1,DEBT,['Scar on face'; 'No teeth'],['Mechanical'; 'Strong'],NA,NA,['Office_Worker'],2/5/2016,NA,2/16/2017
1462,Israeli,27/1/1985,Other,0,PARENTS,['Scar arm'],['Shoe-making'; 'Electrical'],Voluntarily,Food_TesterCivilian_Guard,['Boulder_Reducer'; 'Farmer'; 'Shoe_Tester'; 'Computer_Repair'],10/23/2010,6/20/2018,NA
2548,German,3/4/1987,Married,1,BEHAVIOR,['Crafty'],['Typing'],Time,Construction,['Ditch_Digger'; 'Office_Worker'; 'Office_Worker'],8/18/2010,3/14/2017,NA
4973,Russian,9/2/1975,Other,0,BEHAVIOR,['No teeth'],['Computer'],NA,NA,['Ditch_Digger'; 'Office_Worker'],4/23/2010,NA,10/20/2018
8957,American,10/8/1979,Single,7,CULTURE,['One arm'; 'Scar on face'],['Electrical'; 'Strong'],NA,NA,['Food_TesterCivilian_Guard'; 'Construction'; 'Office_Worker'],7/10/2016,NA,11/25/2018
3664,American,15/3/1987,Single,1,DEBT,['Tattoo forearm'; 'Scar on face'],['Mathematics'; 'Typing'],Exhaustion,Computer_Repair,NA,6/20/2014,6/20/2014,NA
5781,Russian,4/8/1965,Other,0,DEBT,['Crafty'],['Strong'; 'Strong'],Time,Farmer,['Boulder_Reducer'; 'Food_TesterCivilian_Guard'; 'Office_Worker'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'; 'Construction'],3/4/2010,10/22/2019,NA
7712,English,6/3/1965,Other,0,DEBT,['No teeth'; 'Tattoo back'],['Construction'; 'Strong'],Exhaustion,Office_Worker,['Shoe_Tester'; 'Shoe_Tester'],2/5/2012,8/11/2018,NA
2086,Israeli,14/11/1987,Other,7,BEHAVIOR,['Tattoo back'],['Typing'; 'Typing'],Voluntarily,Ditch_Digger,['Food_TesterCivilian_Guard'],6/19/2012,11/4/2017,NA
8856,English,18/3/1984,Married,4,PARENTS,['No teeth'; 'Low IQ'],['Construction'],NA,NA,['Farmer'],5/19/2014,NA,11/23/2017
7561,Russian,14/8/1979,Single,1,PARENTS,['Low IQ'],['Mathematics'; 'Computer'],Voluntarily,Shoe_Tester,NA,4/7/2014,4/7/2014,NA
8716,German,9/5/1995,Single,5,CULTURE,['Low IQ'],['Mathematics'; 'Strong'],Voluntarily,Office_Worker,['Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Construction'; 'Ditch_Digger'; 'Computer_Repair'; 'Ditch_Digger'],5/25/2010,6/28/2017,NA
7238,Israeli,17/6/1979,Married,0,DEBT,['Scar arm'; 'No teeth'],['Strong'; 'Strong'],Time,Farmer,['Ditch_Digger'; 'Boulder_Reducer'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'; 'Farmer'; 'Food_TesterCivilian_Guard'],8/23/2012,1/27/2018,NA
8111,Israeli,1/5/1984,Other,5,DEBT,['Tattoo back'; 'Tattoo forearm'],['Electrical'; 'Typing'],Voluntarily,Construction,['Computer_Repair'; 'Food_TesterCivilian_Guard'],4/10/2016,7/17/2018,NA
3670,Russian,19/7/1979,Married,4,CULTURE,['Tattoo back'; 'Low IQ'],['Mechanical'; 'Construction'],Voluntarily,Office_Worker,['Farmer'; 'Food_TesterCivilian_Guard'; 'Construction'],11/25/2010,7/18/2019,NA
5529,Italian,17/3/1984,Other,7,DEBT,['Dark skin'; 'Tattoo forearm'],['Strong'; 'Strong'],Exhaustion,Construction,['Farmer'; 'Boulder_Reducer'; 'Computer_Repair'; 'Office_Worker'; 'Farmer'],7/19/2014,6/7/2017,NA
7059,American,1/7/1987,Married,0,DEBT,['Crafty'],['Typing'; 'Mathematics'],Exhaustion,Construction,['Boulder_Reducer'],1/28/2010,4/16/2019,NA
4943,Russian,22/6/1985,Other,6,BEHAVIOR,['Long legs'],['Electrical'],Exhaustion,Office_Worker,['Construction'; 'Construction'; 'Ditch_Digger'; 'Construction'; 'Shoe_Tester'; 'Construction'],1/23/2010,9/14/2019,NA
6605,English,2/4/1984,Single,4,DEBT,['Scar on face'; 'Dark skin'],['Electrical'],Exhaustion,Office_Worker,['Ditch_Digger'; 'Farmer'; 'Ditch_Digger'],2/23/2014,5/18/2017,NA
7610,Russian,27/1/1987,Other,7,PARENTS,['Tattoo forearm'; 'Long legs'],['Computer'; 'Shoe-making'],NA,NA,['Farmer'; 'Construction'],8/17/2010,NA,8/8/2019
6622,German,7/4/1987,Married,6,BEHAVIOR,['No teeth'; 'Tattoo back'],['Computer'; 'Electrical'],Time,Office_Worker,['Construction'; 'Boulder_Reducer'; 'Shoe_Tester'; 'Ditch_Digger'; 'Boulder_Reducer'; 'Office_Worker'],1/25/2014,9/16/2019,NA
772,Italian,20/4/1985,Other,1,CULTURE,['Crafty'; 'Crafty'],['Strong'],Voluntarily,Construction,['Food_TesterCivilian_Guard'; 'Ditch_Digger'],11/22/2010,1/26/2017,NA
956,German,3/1/1987,Married,7,BEHAVIOR,['Tattoo forearm'],['Computer'; 'Strong'],Time,Computer_Repair,['Shoe_Tester'; 'Ditch_Digger'; 'Food_TesterCivilian_Guard'],6/19/2010,9/15/2017,NA
8164,Israeli,22/10/1995,Single,5,DEBT,['Tattoo forearm'; 'No teeth'],['Strong'; 'Mathematics'],NA,NA,['Food_TesterCivilian_Guard'; 'Shoe_Tester'; 'Food_TesterCivilian_Guard'],2/10/2010,NA,3/25/2018
9365,Italian,28/6/1979,Married,2,CULTURE,['Crafty'; 'Long legs'],['Strong'],NA,NA,['Office_Worker'; 'Office_Worker'; 'Construction'],10/5/2014,NA,3/20/2018
3624,American,1/9/1965,Other,2,BEHAVIOR,['Low IQ'],['Shoe-making'; 'Computer'],Time,Office_Worker,['Farmer'; 'Computer_Repair'; 'Construction'; 'Shoe_Tester'; 'Office_Worker'; 'Shoe_Tester'],8/27/2010,7/28/2017,NA
4247,German,10/12/1995,Other,5,PARENTS,['No teeth'],['Mechanical'],Time,Construction,['Food_TesterCivilian_Guard'],1/28/2016,3/15/2019,NA
7984,German,20/4/1984,Other,1,BEHAVIOR,['Dark skin'],['Shoe-making'],NA,NA,['Construction'; 'Construction'],7/8/2012,NA,6/28/2019
1863,American,13/9/1984,Married,2,BEHAVIOR,['Tattoo back'],['Typing'; 'Mathematics'],Time,Boulder_Reducer,['Shoe_Tester'],6/23/2014,6/24/2018,NA
3772,Ghanaian,3/11/1984,Other,5,BEHAVIOR,['Crafty'],['Shoe-making'; 'Mathematics'],Time,Farmer,['Boulder_Reducer'; 'Construction'],11/25/2014,2/13/2019,NA
6461,Italian,5/10/1965,Married,5,PARENTS,['Crafty'; 'Scar arm'],['Electrical'],Voluntarily,Ditch_Digger,['Shoe_Tester'; 'Construction'; 'Food_TesterCivilian_Guard'],6/21/2016,11/19/2017,NA
143,Russian,24/12/1985,Single,2,CULTURE,['Dark skin'; 'Long legs'],['Shoe-making'; 'Computer'],NA,NA,['Farmer'],8/14/2014,NA,4/14/2018
4559,Israeli,7/1/1995,Single,2,CULTURE,['Tattoo back'; 'Tattoo back'],['Computer'],NA,NA,['Farmer'; 'Farmer'; 'Boulder_Reducer'],3/27/2012,NA,1/21/2018
2500,American,16/2/1965,Single,6,BEHAVIOR,['Crafty'; 'Tattoo forearm'],['Mechanical'; 'Typing'],Time,Construction,['Shoe_Tester'],4/24/2010,7/26/2019,NA
1742,American,2/10/1975,Married,1,PARENTS,['Scar arm'],['Mathematics'; 'Mechanical'],Voluntarily,Boulder_Reducer,['Computer_Repair'; 'Computer_Repair'; 'Shoe_Tester'],6/8/2016,5/26/2017,NA
1471,English,3/4/1965,Single,7,DEBT,['No teeth'; 'One arm'],['Mechanical'],Time,Office_Worker,['Boulder_Reducer'; 'Computer_Repair'],5/16/2012,8/22/2018,NA
3873,Ghanaian,28/1/1975,Married,0,CULTURE,['Scar arm'],['Electrical'],Time,Office_Worker,['Ditch_Digger'; 'Farmer'; 'Construction'; 'Construction'],1/13/2010,10/3/2019,NA
4041,Italian,3/1/1969,Married,0,BEHAVIOR,['One arm'; 'Dark skin'],['Mathematics'],Voluntarily,Farmer,['Construction'; 'Computer_Repair'; 'Farmer'],6/3/2014,2/19/2018,NA
4343,German,23/8/1969,Married,2,BEHAVIOR,['No teeth'],['Typing'; 'Electrical'],Time,Shoe_Tester,['Boulder_Reducer'; 'Shoe_Tester'; 'Construction'],7/7/2012,9/12/2018,NA
8166,Russian,26/11/1987,Other,5,CULTURE,['No teeth'; 'No teeth'],['Typing'; 'Electrical'],Time,Office_Worker,['Construction'; 'Ditch_Digger'],2/27/2012,8/2/2019,NA
